"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#4396","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4561","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4601","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4558","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5042","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3593","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#666666","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3707","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffb703","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#00d1ff","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#b91c1c","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dc2626","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f59e0b","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eab308","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e67e22","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f1c40f","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ff2828","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9888","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#128752","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8962","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9660","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9654","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#28b33e","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#dcc030","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e87425","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#7f1d1d","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6045","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#334155","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#94a3b8","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ffffff","Hex colour","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/components/DeckGLMap.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4537","Hex colour","src/components/DeductionPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/DiseaseOutbreaksPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e67e22","Hex colour","src/components/DiseaseOutbreaksPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f1c40f","Hex colour","src/components/DiseaseOutbreaksPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"10px","Border radius","src/components/DiseaseOutbreaksPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/DiseaseOutbreaksPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#2ecc71","Hex colour","src/components/EarningsCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3498db","Hex colour","src/components/EarningsCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/EarningsCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/EarningsCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/EconomicCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f39c12","Hex colour","src/components/EconomicCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/components/EconomicCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/components/EconomicCalendarPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#27ae60","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f1c40f","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e67e22","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e74c3c","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#8e44ad","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#888","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#666","Hex colour","src/components/EconomicPanel.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
